CD_TURMA,DS_TURMA,TIPOCLASSE,GRAU
39562999,NÃO SERIADA I2 MANHA ANUAL,43,9
39594906,5° ANO AP MANHA ANUAL,0,14
39485396,8° ANO A MANHA ANUAL,0,14
39816180,2ª SERIE B MANHA ANUAL,41,101
39871879,8° ANO D TARDE ANUAL,0,14
39322440,8° ANO B INTEGRAL ANUAL,17,14
39620717,NÃO SERIADO  B3 INTEGRAL ANUAL,0,109
39689954,NÃO SERIADO 2J TARDE ANUAL ,27,110
39359098,1ª SERIE B INTEGRAL ANUAL,32,101
39338912,3ª SERIE 3A MANHA ANUAL,0,101
39796720,BERÇÁRIO 2 A MANHA ANUAL,0,6
39912646,11 - INGLES - 4° ESTAGIO DISCI,0,15
39520085,1ª SERIE C MANHA ANUAL,0,101
39287655,2ª SERIE A INTEGRAL ANUAL,32,101
39265177,9° ANO C INTEGRAL ANUAL,17,14
39369538,3° ANO A MANHA ANUAL,0,14
39386121,3° ANO C TARDE ANUAL,0,14
39408956,1ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39426988,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39825487,1006 - ENFERMAGEM - 2° MODULO ,0,35
39272394,3ª SERIE C NOITE ANUAL,0,101
39752886,9° ANO A MANHA ANUAL,0,14
39564917,4050 - ADMINISTRAÇÃO - 2ª SERI,46,99
39368816,4° ANO C TARDE ANUAL,0,14
39895906,EFN F MANHA ANUAL,49,60
39783033,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39889560,EFN C MANHA ANUAL,49,60
39734852,1° ANO A MANHA ANUAL,0,14
39495558,1° ANO D TARDE ANUAL,0,14
39393501,1ª ETAPA PRÉ-ESCOLA B INTEGRAL,0,6
39690185,NÃO SERIADO 2A TARDE ANUAL ,27,110
39279676,7° ANO C TARDE ANUAL,0,14
39739015,1° TERMO A NOITE 1° SEMESTRE,37,5
39712177,MATERNAL 2 3C MANHA ANUAL,0,6
39879696,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
39477079, 9A MANHA ANUAL,0,14
39314647,9° ANO C MANHA ANUAL,0,14
39359893,7° ANO D MANHA ANUAL,0,14
39686348,1ª ETAPA PRÉ-ESCOLA AL TARDE A,0,6
39450925,1° ANO C TARDE ANUAL,0,14
39528966,3ª SERIE G NOITE ANUAL,0,101
39351579,1ª SERIE A MANHA ANUAL,0,101
39577912,NÃO SERIADO  2E MANHA ANUAL,0,109
39362186,8° ANO B INTEGRAL ANUAL,17,14
39335559,7° ANO A TARDE ANUAL,0,14
39571694,MULTISERIADA 4A INTEGRAL ANUAL,1,6
39706048,MATERNAL 2 C INTEGRAL ANUAL,0,6
39407259,1ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39671308,MATERNAL 1 A INTEGRAL ANUAL,0,6
39290013,3ª SERIE C NOITE ANUAL,0,101
39276873,3ª SERIE H NOITE ANUAL,0,101
39865391,NÃO SERIADO  I1  ANUAL,38,109
39349579,7° ANO D TARDE ANUAL,0,14
39563663,MULTISERIADA 3A INTEGRAL ANUAL,1,6
39915871,MULTISSERIADA A NOITE 2° SEMES,39,5
40167686,1006 - ENFERMAGEM - 2° MODULO ,0,35
39643819,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39894739,4050 - ADMINISTRAÇÃO - 2ª SERI,46,99
39556868,4056 - LOGÍSTICA - 2ª SERIE B ,46,99
39278149,2ª SERIE D MANHA ANUAL,0,101
39920961,11° TERMO AA NOITE 2° SEMESTRE,0,4
39629388,NÃO SERIADO  3B TARDE ANUAL,27,110
39373954,VOLEIBOL - JUVENIL - FEMININO ,25,31
39433518,6° ANO B MANHA ANUAL,0,14
39407934,2° ANO A MANHA ANUAL,0,14
39456241,AEE A MANHA ANUAL,15,32
39311720,2° ANO A INTEGRAL ANUAL,17,14
39434083,MATERNAL 1 B INTEGRAL ANUAL,0,6
39420217,7° ANO E MANHA ANUAL,0,14
39422673,2° ANO D TARDE ANUAL,0,14
39551538,5° ANO 5B TARDE ANUAL,0,14
39614142,NÃO SERIADO  2D TARDE ANUAL,27,110
39307462,3ª SERIE D MANHA ANUAL,0,101
39690186,NÃO SERIADO 2B TARDE ANUAL ,27,110
39809528,6° ANO A MANHA ANUAL,0,14
39552692,3° ANO 3A TARDE ANUAL,0,14
39848036,MULTISERIADA 7D INTEGRAL ANUAL,1,6
39550591,MULTISERIADA 7B MANHA ANUAL,1,6
39357560,3° ANO B INTEGRAL ANUAL,17,14
39454436,BERÇÁRIO 1 BC INTEGRAL ANUAL,0,6
39264873,2ª SERIE B INTEGRAL ANUAL,32,101
39411027,3° ANO A MANHA ANUAL,0,14
39773854,MULTISSERIADA A MANHA ANUAL,1,6
39505557,1ª SERIE B INTEGRAL ANUAL,32,101
39475329, 2D INTEGRAL ANUAL,0,14
39849174,MATERNAL 2 B TARDE ANUAL,0,6
39788266,2ª SERIE C INTEGRAL ANUAL,41,101
39295096,3° ANO A TARDE ANUAL,0,14
39314599,MULTISSERIADA A TARDE ANUAL,1,14
39367549,7° ANO A TARDE ANUAL,0,14
39281841,8° ANO A TARDE ANUAL,0,14
39648155,NÃO SERIADO  3D NOITE ANUAL,0,109
39835685,4° ANO A TARDE ANUAL,0,14
39716174,4° ANO H TARDE ANUAL,0,14
39363534,2° ANO D TARDE ANUAL,0,14
39542967,MULTISERIADA 7H MANHA ANUAL,1,6
39592521,MULTISERIADA 1D INTEGRAL ANUAL,1,6
39858610,BERÇÁRIO 2 B MANHA ANUAL,0,6
39856535,2ª SERIE M MANHA ANUAL,41,101
39815402,NÃO SERIADO  3R MANHA ANUAL,0,109
39304954,7° ANO B INTEGRAL ANUAL,17,14
39853669,4° ANO B MANHA ANUAL,0,14
39450576,2° ANO D TARDE ANUAL,0,14
39449217,1ª ETAPA PRÉ-ESCOLA D TARDE AN,0,6
39763343,1006 - ENFERMAGEM - 2° MODULO ,0,35
39298528,3ª SERIE A MANHA ANUAL,0,101
39322736,7° ANO A INTEGRAL ANUAL,17,14
39810150,5° ANO TA TARDE ANUAL,0,14
39447112,1° ANO E TARDE ANUAL,0,14
39829230,9° ANO A MANHA ANUAL,0,14
39472404, 3B TARDE ANUAL,0,14
39707146,MATERNAL 1 2E INTEGRAL ANUAL,0,6
39402243,1ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39310794,9° ANO C INTEGRAL ANUAL,17,14
39301161,2ª SERIE C NOITE ANUAL,0,101
39337225,2ª SERIE E MANHA ANUAL,0,101
39519337,6° ANO B MANHA ANUAL,0,14
39629640,4065 - VENDAS - 2ª SERIE B INT,46,104
39681958,MULTISERIADA 2B INTEGRAL ANUAL,1,6
39374371,MULTISSERIADA B  ANUAL,0,5
39290006,1ª SERIE A MANHA ANUAL,0,101
39420616,8° ANO A MANHA ANUAL,0,14
39330829,8° ANO A TARDE ANUAL,0,14
39444189,3° ANO A MANHA ANUAL,0,14
39466864, 2D INTEGRAL ANUAL,1,6
39412666,MATERNAL 2 D MANHA ANUAL,0,6
39580691,NÃO SERIADO  3E TARDE ANUAL,27,110
39765291,4° ANO C TARDE ANUAL,0,14
39547439,MULTISERIADA 7D MANHA ANUAL,1,6
39548817,8° ANO 8A TARDE ANUAL,0,14
39506642,6° ANO F TARDE ANUAL,0,14
39638765,1° ANO 1C TARDE ANUAL,0,14
39479817,2° ANO A TARDE ANUAL,0,14
39849114,1ª SERIE B MANHA ANUAL,41,101
39368361,6° ANO A MANHA ANUAL,0,14
39773159,2° ANO A TARDE ANUAL,0,14
39279037,3° ANO B MANHA ANUAL,0,14
39557759,11175 - QUIMICA - 2ª SERIE A I,46,104
39476337,4° ANO A TARDE ANUAL,0,14
39359819,2ª SERIE C INTEGRAL ANUAL,32,101
39753684,9° ANO A MANHA ANUAL,0,14
39673656,4° ANO A MANHA ANUAL,0,14
39269507,3ª SERIE D NOITE ANUAL,0,101
39406485,4° ANO B TARDE ANUAL,0,14
39324616,8° ANO A MANHA ANUAL,0,14
39351764,7° ANO F TARDE ANUAL,0,14
39517357,3° ANO B MANHA ANUAL,0,14
39446558,MATERNAL 2 A INTEGRAL ANUAL,0,6
39751161,2ª SERIE B MANHA ANUAL,41,101
39328785,2° ANO B TARDE ANUAL,0,14
39638928,5° ANO 5C TARDE ANUAL,0,14
39853781,MULTISERIADA 6G INTEGRAL ANUAL,1,6
39301358,3ª SERIE B NOITE ANUAL,0,101
39758173,9° ANO A MANHA ANUAL,0,14
39794667,NÃO SERIADO  A TARDE ANUAL,0,109
39339998,8° ANO B TARDE ANUAL,0,14
39599268,1ª ETAPA PRÉ-ESCOLA GI VESPERT,0,6
39374393,MULTISSERIADA C  ANUAL,0,5
39676207,4° TERMO A NOITE 1° SEMESTRE,47,5
39311927,2ª SERIE B NOITE ANUAL,0,101
39820300,1ª SERIE B MANHA ANUAL,41,101
39338796,2ª SERIE D NOITE ANUAL,0,101
39267928,2ª SERIE B MANHA ANUAL,0,101
39771294,2ª SERIE A INTEGRAL ANUAL,41,101
39885671,1ª ETAPA PRÉ-ESCOLA B INTEGRAL,0,6
39433916,MATERNAL 2 A INTEGRAL ANUAL,0,6
39772855,1006 - ENFERMAGEM - 2° MODULO ,0,35
39609314,NÃO SERIADO  A MANHA ANUAL,0,109
39362111,6° ANO B MANHA ANUAL,0,14
39480442,1° ANO B TARDE ANUAL,0,14
39663705,MATERNAL 1 6E TARDE ANUAL,0,6
39309242,2ª SERIE D NOITE ANUAL,0,101
40164029,1207 - DESENVOLVIMENTO DE SIST,0,35
39810217,NÃO SERIADO  1A TARDE ANUAL,0,109
39699786,4° ANO B MANHA ANUAL,0,14
39872894,NÃO SERIADA J TARDE ANUAL,43,39
39302371,1° ANO B INTEGRAL ANUAL,17,14
39429829,8° ANO A TARDE ANUAL,0,14
39841518,11175 - QUIMICA - 2° MODULO A ,0,35
39820104,4056 - LOGÍSTICA - 3° MODULO U,0,35
39314586,1ª SERIE F MANHA ANUAL,0,101
39304510,6° ANO B TARDE ANUAL,0,14
39344131,7° ANO D TARDE ANUAL,0,14
39559747,2° ANO C TARDE ANUAL,0,14
39848923,2° TERMO A NOITE ANUAL,0,3
39323772,8° ANO C TARDE ANUAL,0,14
39757712,1° ANO TA TARDE ANUAL,0,14
39287044,2ª SERIE C MANHA ANUAL,0,101
39441014,1° ANO A1 TARDE ANUAL,0,14
39392658,1° ANO B MANHA ANUAL,0,14
39624464,NÃO SERIADO  H6 TARDE ANUAL,27,110
39630313,NÃO SERIADO  C NOITE ANUAL,0,109
39442859,5° ANO A MANHA ANUAL,0,14
39592101,MULTISERIADA 3C INTEGRAL ANUAL,1,6
40142775,1023 - RADIOLOGIA - 1° MODULO ,0,35
39860072,AEE M MANHA ANUAL,15,32
39422765,2° ANO B MANHA ANUAL,0,14
39706235,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39460958, 1A INTEGRAL ANUAL,0,14
39637135,MULTISERIADA 3B INTEGRAL ANUAL,1,6
39404157,2ª ETAPA PRÉ-ESCOLA D MANHA AN,0,6
39670392,NÃO SERIADO  A  ANUAL,38,109
39274097,2ª SERIE B MANHA ANUAL,0,101
39294777,8° ANO 3 INTEGRAL ANUAL,17,14
39346194,4° ANO C TARDE ANUAL,0,14
40234132,2ª ETAPA PRÉ-ESCOLA D MANHA AN,0,6
39776317,9° ANO B MANHA ANUAL,0,14
39471797, 6A MANHA ANUAL,0,14
39855197,1ª SERIE B1 MANHA ANUAL,41,101
39413140,7° ANO D TARDE ANUAL,0,14
39576091,1ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39353681,1ª SERIE G NOITE ANUAL,0,101
39824354,4060 - SECRETARIADO - 2ª SERIE,0,90
39343959,1ª SERIE A MANHA ANUAL,0,101
39308040,3ª SERIE C NOITE ANUAL,0,101
39308001,6° ANO A INTEGRAL ANUAL,17,14
39439844,1° ANO A MANHA ANUAL,0,14
39786248,MULTISSERIADA LE TARDE ANUAL,1,14
39330263,3ª SERIE A MANHA ANUAL,0,101
39414162,8° ANO A MANHA ANUAL,0,14
39513882,11° TERMO A NOITE 1° SEMESTRE,0,4
39288910,2ª SERIE G NOITE ANUAL,0,101
39434647,4° ANO D TARDE ANUAL,0,14
39720678,2ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39693055,NÃO SERIADO 2b TARDE ANUAL ,27,110
39888845,AEE RB TARDE ANUAL,15,32
39449670,2° ANO J TARDE ANUAL,0,14
39270124,3ª SERIE B INTEGRAL ANUAL,32,101
39634400,NÃO SERIADO  2A NOITE ANUAL,0,109
39888550,1ª SERIE A MANHA ANUAL,41,101
39353665,9° ANO A INTEGRAL ANUAL,17,14
39669378,6° ANO C MANHA ANUAL,0,14
39668597,MULTISSERIADA 5A MANHA ANUAL,1,6
39843521,2ª SERIE A TARDE ANUAL,0,101
39852751,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39610112,NÃO SERIADO  A2 TARDE ANUAL,27,110
39811934,5° ANO D TARDE ANUAL,0,14
39398288,7° ANO G TARDE ANUAL,0,14
39919222,MULTISSERIADA G NOITE 2° SEMES,1,3
39297754,9° ANO C MANHA ANUAL,0,14
39903451,2° NIVEL C MANHA ANUAL,0,26
39438556,3° ANO B MANHA ANUAL,0,14
39536290, 7B MANHA ANUAL,1,6
39778470,BERÇÁRIO 1 B TARDE ANUAL,0,6
39338461,3° ANO C MANHA ANUAL,0,14
39359344,7° ANO B MANHA ANUAL,0,14
39823620,4050 - ADMINISTRAÇÃO - 2° MODU,0,35
39606978,NÃO SERIADO  2E TARDE ANUAL,27,110
39743272,2° ANO A INTEGRAL ANUAL,0,14
39434092,2° ANO D TARDE ANUAL,0,14
39496872,1° ANO B TARDE ANUAL,0,14
39358397,3ª SERIE A MANHA ANUAL,0,101
39373830,TENIS DE MESA - INFANTIL - MIS,25,31
39452926,8° ANO A MANHA ANUAL,0,14
39765975,1ª ETAPA PRÉ-ESCOLA IA MANHA A,0,6
39323189,8° ANO C TARDE ANUAL,0,14
40454965,2° ANO 2A INTEGRAL ANUAL,0,14
39310310,2ª SERIE C NOITE ANUAL,0,101
39327806,1ª SERIE A MANHA ANUAL,0,101
39342667,1ª SERIE E INTEGRAL ANUAL,32,101
39849829,1ª SERIE MK MANHA ANUAL,41,101
39610098,NÃO SERIADO  2D MANHA ANUAL,0,109
39330395,8° ANO B INTEGRAL ANUAL,17,14
39733063,1° ANO A TARDE ANUAL,0,14
39364515,3ª SERIE D NOITE ANUAL,0,101
39268451,7° ANO C TARDE ANUAL,0,14
39384876,4° ANO 1 MANHA ANUAL,0,14
39417779,4° ANO A MANHA ANUAL,0,14
39346745,3° ANO C TARDE ANUAL,0,14
39810307,NÃO SERIADO  2B TARDE ANUAL,0,109
39614031,NÃO SERIADO  2F NOITE ANUAL,0,109
39614490,MULTISERIADA 6H INTEGRAL ANUAL,1,6
39317620,1ª SERIE A INTEGRAL ANUAL,32,101
39332872,6° ANO C MANHA ANUAL,0,14
39292861,3ª SERIE C NOITE ANUAL,0,101
39805038,NÃO SERIADO  E2 TARDE ANUAL,27,110
39504740,9° ANO C MANHA ANUAL,0,14
39630518,NÃO SERIADO  1F TARDE ANUAL,27,110
39628012,NÃO SERIADO  3B INTEGRAL ANUAL,0,109
40140912,4059 - RECURSOS HUMANOS - 2° M,0,35
39526616,2ª ETAPA PRÉ-ESCOLA E MANHA AN,0,6
39922473,1006 - ENFERMAGEM - 3° MODULO ,0,35
39318440,3ª SERIE C INTEGRAL ANUAL,32,101
39627498,NÃO SERIADO  2A INTEGRAL ANUAL,0,109
39334597,6° ANO A INTEGRAL ANUAL,17,14
39409761,5° ANO A INTEGRAL ANUAL,0,14
40168136,1006 - ENFERMAGEM - 3° MODULO ,0,35
39293966,2ª SERIE D NOITE ANUAL,0,101
39292047,4° ANO 4B INTEGRAL ANUAL,17,14
39808936,NÃO SERIADO  1P INTEGRAL ANUAL,0,109
39798749,5° ANO B MANHA ANUAL,0,14
39630737,5° ANO A INTEGRAL ANUAL,0,14
39771085,1613 - INSTRUMENTO MUSICAL - 3,0,35
39332745,8° ANO C INTEGRAL ANUAL,17,14
39759978,NÃO SERIADO  1H MANHA ANUAL,0,109
39386611,5° ANO 1 MANHA ANUAL,0,14
39495648,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
39656574,NÃO SERIADO  EX TARDE 1º SEMES,27,110
39707395,4° ANO C TARDE ANUAL,0,14
39475803, 4A INTEGRAL ANUAL,1,6
39646430,NÃO SERIADO  3E NOITE ANUAL,0,109
39331398,4° ANO B TARDE ANUAL,0,14
39779434,2° NIVEL 2A INTERMEDIARIO ANUA,0,26
39459314,1° ANO E TARDE ANUAL,0,14
39443293,MULTISSERIADA A TARDE ANUAL,1,6
39625580,NÃO SERIADO  1G TARDE ANUAL,27,110
39811154,2ª SERIE B INTEGRAL ANUAL,41,101
39690695,NÃO SERIADO  B3 TARDE ANUAL,27,110
39572958,NÃO SERIADO  B2 NOITE ANUAL,0,109
39798758,6082 - DESENVOLVIMENTO DE SIST,0,90
39393344,2° ANO A TARDE ANUAL,0,14
39893066,4050 - ADMINISTRAÇÃO - 2° MODU,0,35
39807891,AEE A MANHA ANUAL,15,32
39804929,NÃO SERIADO  E2 MANHA ANUAL,0,109
39610692,NÃO SERIADO  2G NOITE ANUAL,0,109
39500180,9° ANO E MANHA ANUAL,0,14
39742710,2ª ETAPA PRÉ-ESCOLA F TARDE AN,0,6
39388470,1ª ETAPA PRÉ-ESCOLA B INTEGRAL,0,6
39636860,NÃO SERIADO  2A MANHA ANUAL,0,109
39791187,5° ANO C MANHA ANUAL,0,14
39520711,BERÇÁRIO 1 C TARDE ANUAL,0,6
40248060,NÃO SERIADA A MANHA ANUAL,43,9
39590871,NÃO SERIADO  2M NOITE ANUAL,0,109
39319379,3ª SERIE B MANHA ANUAL,0,101
39761958,5° ANO B MANHA ANUAL,0,14
39338222,5° ANO A MANHA ANUAL,0,14
39839257,4° ANO A MANHA ANUAL,0,14
39888712,MULTISERIADA 1D INTEGRAL ANUAL,1,6
39413241,4° ANO B MANHA ANUAL,0,14
39369340,MATERNAL 1 B INTEGRAL ANUAL,0,6
39730011,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39823110,1018 - NUTRICAO E DIETETICA - ,0,35
39657649,3° TERMO A NOITE 1° SEMESTRE,37,5
39729404,NÃO SERIADO  3B NOITE ANUAL,0,109
39302794,9° ANO A MANHA ANUAL,0,14
39350751,6° ANO A TARDE ANUAL,0,14
39312669,3° ANO A MANHA ANUAL,0,14
39876989,11175 - QUIMICA - 3ª SERIE A T,0,90
39398794,3° ANO B MANHA ANUAL,0,14
39634776,MULTISERIADA 7R TARDE ANUAL,1,6
39431560,6° ANO C TARDE ANUAL,0,14
39279287,7° ANO A TARDE ANUAL,0,14
39691402,NÃO SERIADO  2C TARDE ANUAL,27,110
39751083,5° ANO A TARDE ANUAL,0,14
39446386,5° ANO B MANHA ANUAL,0,14
39400588,1ª ETAPA PRÉ-ESCOLA 4C MANHA A,0,6
39763083,MATERNAL 2 A TARDE ANUAL,0,6
39916611,1° TERMO B1 NOITE 2° SEMESTRE,37,5
39807002,5° ANO A MANHA ANUAL,0,14
39317821,9° ANO C MANHA ANUAL,0,14
39894630,3ª SERIE D NOITE ANUAL,0,101
39457224,5° ANO A MANHA ANUAL,0,14
39287860,4° ANO A MANHA ANUAL,0,14
39617362,MULTISERIADA 3D INTEGRAL ANUAL,1,6
39908429,NÃO SERIADO  T1 NOITE 2º SEMES,37,109
39915893,MULTISSERIADA A2 MANHA 2° SEME,1,3
39341514,3ª SERIE A MANHA ANUAL,0,101
39461107,7° ANO C TARDE ANUAL,0,14
39744426,1° ANO C TARDE ANUAL,0,14
39630597,NÃO SERIADO  T3 NOITE 1º SEMES,37,109
39799787,1ª ETAPA PRÉ-ESCOLA 1A TARDE A,0,6
39612294,NÃO SERIADO  2E NOITE ANUAL,0,109
39613678,NÃO SERIADO  3B NOITE ANUAL,0,109
39283146,8° ANO C TARDE ANUAL,0,14
39517003,7° ANO C MANHA ANUAL,0,14
39354693,8° ANO A INTEGRAL ANUAL,17,14
39592131,1° ANO MA INTEGRAL ANUAL,0,14
39384388,MATERNAL 2 B INTEGRAL ANUAL,0,6
39475233, 2D INTEGRAL ANUAL,1,6
39791094,9° ANO F TARDE ANUAL,0,14
39875881,1° NIVEL TB TARDE ANUAL,0,26
39629788,NÃO SERIADO  2B NOITE ANUAL,0,109
39743736,2ª SERIE A MANHA ANUAL,41,101
39323353,9° ANO F MANHA ANUAL,0,14
39864841,BERÇÁRIO 1 A INTEGRAL ANUAL,0,6
39497664,1ª SERIE E INTEGRAL ANUAL,32,101
39554511,6° ANO 6B MANHA ANUAL,0,14
39754642,4° ANO A TARDE ANUAL,0,14
39479325, 1H INTEGRAL ANUAL,1,6
39294157,1ª SERIE A MANHA ANUAL,0,101
39459525,5° ANO A MANHA ANUAL,0,14
39919907,11° TERMO 4A NOITE 2° SEMESTRE,0,4
39296201,2ª SERIE F NOITE ANUAL,0,101
39651368,5° ANO 5C MANHA ANUAL,0,14
39823661,4° NIVEL B TARDE ANUAL,0,26
39493052,6° ANO C INTERMEDIARIO ANUAL,0,14
39657334,MATERNAL 2 A INTEGRAL ANUAL,0,6
39545444,MULTISERIADA 2B INTEGRAL ANUAL,1,6
39359264,3ª SERIE C NOITE ANUAL,32,101
39289886,9° ANO A MANHA ANUAL,0,14
39900969,2° NIVEL B MANHA ANUAL,0,26
39550793,7° ANO 7B MANHA ANUAL,0,14
39905038,10° TERMO A NOITE 2° SEMESTRE,0,4
39298191,7° ANO A INTEGRAL ANUAL,17,14
39372117,BASQUETEBOL - MIRIM - MASCULIN,25,31
39594827,NÃO SERIADO  E2 NOITE ANUAL,0,109
39921095,11° TERMO 4A NOITE 2° SEMESTRE,0,4
39281298,8° ANO C INTEGRAL ANUAL,17,14
39862658,2ª ETAPA PRÉ-ESCOLA E TARDE AN,0,6
39365758,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39775610,2° ANO T1 MANHA ANUAL,0,14
39836760,3ª SERIE A MANHA ANUAL,41,101
39357899,8° ANO E MANHA ANUAL,0,14
39700609,5° ANO A MANHA ANUAL,0,14
39788236,2° ANO B TARDE ANUAL,0,14
39481455,MATERNAL 2 C INTEGRAL ANUAL,0,6
39661291,NÃO SERIADO  2T NOITE 1º SEMES,37,109
39543268,6° ANO 6B MANHA ANUAL,0,14
39263999,3° ANO C TARDE ANUAL,0,14
39663432,NÃO SERIADO  2T NOITE 1º SEMES,37,109
39545880,MULTISERIADA 7P TARDE ANUAL,1,6
39907367,3° TERMO B NOITE 2° SEMESTRE,37,5
39299841,6° ANO B INTEGRAL ANUAL,17,14
39557153,5° ANO C MANHA ANUAL,0,14
39414601,2° ANO C TARDE ANUAL,0,14
39644463,NÃO SERIADO  3B NOITE ANUAL,0,109
39331804,7° ANO B INTEGRAL ANUAL,17,14
39648427,3° ANO B MANHA ANUAL,0,14
39822677,7° ANO C MANHA ANUAL,0,14
39315836,3ª SERIE C MANHA ANUAL,0,101
39336891,8° ANO D TARDE ANUAL,0,14
39500444,1ª SERIE B INTEGRAL ANUAL,32,101
39709212,4° ANO B MANHA ANUAL,0,14
39434156,6° ANO D INTEGRAL ANUAL,17,14
39481262,2ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39634536,1ª ETAPA PRÉ-ESCOLA F TARDE AN,0,6
39325314,2ª SERIE C NOITE ANUAL,0,101
39266371,9° ANO A MANHA ANUAL,0,14
39319867,1° ANO C TARDE ANUAL,0,14
39497320,2ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39314648,1ª SERIE A MANHA ANUAL,0,101
39404251,1ª SERIE B MANHA ANUAL,0,101
39717685,3° ANO C TARDE ANUAL,0,14
39410070,5° ANO B MANHA ANUAL,0,14
39750457,4° ANO B TARDE ANUAL,0,14
39448839,4050 - ADMINISTRACAO - 3ª SERI,35,104
39491105,1° ANO B MANHA ANUAL,0,14
39642534,BERÇÁRIO 1 A INTEGRAL ANUAL,0,6
39708167,NÃO SERIADO  A3 NOITE 1º SEMES,37,109
39656346,7° ANO E TARDE ANUAL,0,14
39360191,3° ANO B MANHA ANUAL,0,14
39738886,2° ANO A TARDE ANUAL,0,14
39680779,MULTISERIADA 3A INTEGRAL ANUAL,1,6
39366180,8° ANO B MANHA ANUAL,0,14
39295392,9° ANO A MANHA ANUAL,0,14
39760631,6° ANO C INTEGRAL ANUAL,0,14
39457136,6° ANO D MANHA ANUAL,0,14
39429717,2° ANO A MANHA ANUAL,0,14
39728234,1° ANO B TARDE ANUAL,0,14
39360518,3° ANO C TARDE ANUAL,0,14
39580072,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39775936,BERÇÁRIO 1 1 INTEGRAL ANUAL,0,6
39863540,NÃO SERIADO  3C INTEGRAL ANUAL,0,109
39432489,1° ANO A MANHA ANUAL,0,14
39535550, 7F TARDE ANUAL,1,6
39907294,3º TERMO A NOITE 2º SEMESTRE,37,5
39307773,1ª SERIE D MANHA ANUAL,0,101
39703176,MULTISSERIADA 2A INTEGRAL ANUA,1,6
39809381,5° ANO A MANHA ANUAL,0,14
39551984,10° TERMO 3A NOITE 1° SEMESTRE,0,4
39297313,7° ANO C INTEGRAL ANUAL,17,14
39333210,2° ANO B TARDE ANUAL,0,14
39424040,2° ANO C TARDE ANUAL,0,14
39714487,MATERNAL 2 A INTEGRAL ANUAL,0,6
39469259, 3A TARDE ANUAL,0,14
39645011,NÃO SERIADO  C3 NOITE ANUAL,0,109
39598341,NÃO SERIADO  2C TARDE ANUAL,27,110
39272046,1ª SERIE B INTEGRAL ANUAL,32,101
39561600,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39441348,1ª SERIE E MANHA ANUAL,0,101
39372817,FUTSAL - INFANTIL - FEMININO D,25,31
39547919,7° ANO 7A MANHA ANUAL,0,14
39391585,6° ANO B TARDE ANUAL,0,14
39756514,4° ANO A MANHA ANUAL,0,14
39404777,1° ANO A MANHA ANUAL,0,14
39638853,NÃO SERIADO  3A MANHA ANUAL,0,109
39452182,9° ANO A INTEGRAL ANUAL,17,14
39489303,1ª SERIE C MANHA ANUAL,0,101
39310135,9° ANO B INTEGRAL ANUAL,17,14
39813875,NÃO SERIADO  1M TARDE ANUAL,0,109
39375285,11 - INGLES - 3º ESTAGIO DISCI,0,15
39879302,11° TERMO 4A NOITE 1° SEMESTRE,0,4
39609840,NÃO SERIADO  3C MANHA ANUAL,0,109
39631078,NÃO SERIADO  3B NOITE ANUAL,0,109
39744944,9° ANO D TARDE ANUAL,0,14
39869363,3° NIVEL F5 TARDE ANUAL,0,26
39343128,8° ANO B MANHA ANUAL,0,14
39416357,5° ANO B TARDE ANUAL,0,14
39792646,2ª SERIE A MANHA ANUAL,41,101
39324227,1ª SERIE C MANHA ANUAL,0,101
39417124,6° ANO F TARDE ANUAL,0,14
39356569,8° ANO B TARDE ANUAL,0,14
39348780,1ª SERIE A MANHA ANUAL,0,101
39412756,3° ANO B TARDE ANUAL,0,14
39303565,2° ANO A MANHA ANUAL,0,14
39377725,MULTISSERIADA A TARDE 1° SEMES,1,3
39374322,MULTISSERIADA A  ANUAL,0,4
39270750,2ª SERIE A MANHA ANUAL,0,101
39568294,NÃO SERIADO  2A INTEGRAL ANUAL,0,109
39476623, 9A MANHA ANUAL,0,14
39800424,1° ANO B TARDE ANUAL,0,14
39736905,MULTISSERIADA BB INTEGRAL ANUA,1,6
39450928,BERÇÁRIO 2 B INTEGRAL ANUAL,0,6
39827320,MATERNAL 1 B MANHA ANUAL,0,6
39320824,3ª SERIE A INTEGRAL ANUAL,32,101
39762439,9° ANO A MANHA ANUAL,0,14
